Unnamed: 0,Ар1.0,Ар2.0,Ар4.0,Ариск0,Кф,Лат,Овт,ПК0,ВР,target
1573,4543151.0,54605.0,11577287.0,4543151.0,0.97,7933358.0,7055927.0,2308316.0,0.0,0
1637,12284611.0,387027.0,15098184.0,27891248.0,1.01,46785847.0,27336521.0,3752867.0,19909.0,0
1659,1734640.0,16088.0,4816594.0,1734640.0,1.0,2223613.0,1921995.0,197760.0,0.0,0
1673,59218.0,22900.0,577460.0,59218.0,0.99,179647.0,205449.0,196391.0,0.0,0
1720,2143993.0,10577.0,6517144.0,2143993.0,1.0,2492114.0,2326933.0,253822.0,0.0,0
1732,905281.0,1551.0,677869.0,905281.0,1.0,2013854.0,585944.0,25977.0,8702.48,0
1747,716384.0,10322.0,767564.0,716372.0,0.98,869831.0,825868.0,4817.0,0.0,0
1752,1996865.0,101784.0,8673419.0,1996865.0,0.98,2587958.0,3266266.0,884243.0,0.0,0
1765,77054.0,31453.0,777574.0,77054.0,0.99,240234.0,255300.0,33989.0,0.0,0
1781,1001212.0,1891.0,815007.0,1001212.0,0.98,1054533.0,630042.0,430912.0,1569.0,0
1788,377918.0,35373.0,642606.0,377918.0,0.93,626154.0,349581.0,133698.0,1228.32,0
1809,1318386.0,7956.0,773719.0,1318386.0,1.0,1366276.0,1212618.0,341939.0,0.0,0
1810,35724990.0,449670.0,74083713.0,35584356.0,1.05,31407219.0,50226200.0,4647414.0,66312.0,0
1829,1155093.0,15274.0,10272564.0,2232009.0,0.86,8631829.0,5399255.0,234579.0,15544.62,0
1885,12175708.0,957007.0,37692345.0,12175708.0,0.95,20892175.0,20062376.0,4879520.0,45023.42,0
1896,863286.0,7373.0,2555514.0,863286.0,1.01,1481718.0,1024196.0,455358.0,0.0,0
1920,7610323.0,2264230.0,9639940.0,9768509.0,1.0,24589221.0,20875127.0,2620147.0,12375.11,0
1948,2848820.0,116471.0,264997.0,2848820.0,0.99,3201979.0,2499816.0,3792.0,0.0,0
1949,552031.0,275.0,277796.0,552031.0,1.05,550095.0,316034.0,57062.0,0.0,0
1966,4374654.0,138629.0,16922766.0,4374654.0,0.98,9068512.0,6045846.0,1650439.0,0.0,0
1973,1518626.0,2.0,954180.0,1518626.0,0.99,1335116.0,600104.0,30217.0,0.0,0
2,774512.0,133.0,417868.0,774512.0,1.0,846923.0,775048.0,794863.0,1617.06,0
2015,1412570.0,176152.0,4102318.0,1412570.0,1.0,2547440.0,2547123.0,358648.0,0.0,0
2027,322406.0,12066.0,441095.0,321783.0,1.0,402125.0,519747.0,0.0,0.0,0
2034,1255755.0,74211.0,208479.0,1255755.0,1.17,1696409.0,1277437.0,124635.0,0.0,0
2048,5029638.0,588474.0,34696383.0,5004607.0,1.0,11732681.0,16788737.0,1978770.0,0.0,0
2063,422902.0,73540.0,4499036.0,422902.0,0.99,1811917.0,2120814.0,297366.0,0.0,0
2065,1232710.0,35484.0,1170767.0,1232710.0,1.0,1650491.0,1053570.0,146405.0,0.0,0
2070,860900.0,22801.0,893394.0,860900.0,0.9,1136777.0,848935.0,0.0,30687.35,0
21,332499.0,10062.0,920700.0,332499.0,0.92,490409.0,915233.0,295628.0,1857.28,0
2103,236604.0,180388.0,1728932.0,236604.0,0.98,1409761.0,1581084.0,1021809.0,1809.14,0
2119,837324.0,160065.0,4281790.0,837324.0,1.03,7683894.0,4080321.0,1325206.0,11394.54,0
212,6659184.0,411718.0,6596247.0,7171607.0,0.99,9179140.0,6186068.0,438298.0,3234.07,0
2156,962035.0,13532.0,2609944.0,1841738.0,0.92,2724461.0,2865957.0,2826584.0,10393.77,0
2170,1678335.0,10476.0,4232881.0,1678335.0,1.0,3076730.0,3393166.0,2716463.0,9262.0,0
2208,885792.0,111145.0,6720970.0,885792.0,0.97,4661371.0,3327020.0,775886.0,0.0,0
2216,4870940.0,1574390.0,47114947.0,4851064.0,1.0,15105661.0,20616439.0,2704969.0,43919.3,0
2225,25165943.0,368669.0,69664717.0,25165943.0,1.01,26746400.0,32895868.0,13116302.0,0.0,0
